	label	tweet
219	1	#AHY menyapa #Selamatpagi INDONESIA @PDemokrat @SBYudhoyono @hincapandjaitan @edhiewibowo_55 @Edhie_Baskoro @isari68 @ranabaja
220	1	#AHY Harapan & masa dpn Bangsa @hincapandjaitan @SBYudhoyono @AgusYudhoyono @PDemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi
221	1	#Puisi Putri #AHY dan Para Wanita Penginspirasi http://obsessionnews.com/puisi-putri-ahy-dan-para-wanita-penginspirasi/ â€¦ #SBY #Demokrat
222	1	Keren #AHY
223	1	Wartawan tanya apa u Pilkada 2018 mendatang, Mas @AgusYudhoyono akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya
224	1	Mas Agus kasih kuliah umum nih #AHY
225	1	"Kuliah umum ""mahasiswa perspektif untuk masa depan"" #AHY (at UMRAH DOMPAK) â€”"
226	1	insya allah tidak mendahului Tuhan..bakal ada yg nglamar #AHY ...
227	1	Hmmmm calon tokoh dunia #AHY
228	1	Kini #AHY Lebih Gembira
229	1	Terimakasih kpada pendukung #AHY yang tlah memberikan suaranya kepada @aniesbaswedan | @sandiuno #SemogaAmanah #JakartauntukRakyat
230	1	bisa dipastikan sebagian besar voter #AHY akhirnya memilih @aniesbaswedan #pilkadaDKI #indonesia #saveNKRI
231	1	Dan kita tetap #AHY
232	1	Logikanya pemilih #AHY putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3, mereka ingin gubernur baru di Jakarta.
233	1	Suara pemilih #AHY pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini. Selamat Jakarta punya gubernur baru.
234	1	Olahraga dulu, AHY datang ke TPS siang hari https://goo.gl/fb/ht6PDZ  #nasional #ahy #datang #dulu #hari #ke #olahraga #siang #tps
235	1	AHY Bergaya Sporty  ke TPS #AHY #TPS #PilkadaDKI #lampost
236	1	Saat #PilkadaDKI Putaran Pertama, kita melihat bgm #AHY menunjukkan kelasnya sbg pemimpin yg berbesar hati
237	1	Setelah sebelumnya tidak pernah peduli #AHY
238	1	Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.
239	1	Bagaimana pun suara Pendukung #AHY akan menentukan kemenangan salah satu Paslon.
240	1	Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3
241	1	Yuk #AHY Fans dukung dan menangkan #GubernurMuslim
242	1	Bismillah, semoga esok Hari Jakarta memiliki pemimpin yang sesuai tuntunan AlQuran, diridhai Alloh swt
243	1	bu Sylvi adalah contoh keberanian betawi utk dalam bersikap, ngga ngambang atau banci. Contoh perempuan betawi tulen !
244	1	saya putaran pertama dukung ibu dan mas agus,, yah lebih baik kalah dengan terhormat daripada menang karena curang
245	1	Begitu tulus, begitu menyenangkan... Insyaallah ada jalan bu @sylviana_murni
246	1	#AHY Pemimpin, harapan, masa depan Bangsa. @SBYudhoyono @AgusYudhoyono @Edhie_Baskoro @hincapandjaitan @isari68
247	1	#ahy terbaik
248	1	Postingan 28 Januari 2017, meneduhkan. Tetep #AHY
249	1	"Salam ""Wallahulmuwafiq IlaAqwamithoriq @sandiuno mencerminkan beliau NU sejak itu saya jatuh hati meski waktu itu saya #AHY @AgusYudhoyono"
250	1	Saya selalu suka dengan orang yang berjiwa besar #AHY
251	1	@AhyCenter AHY R1 2019.. boleh kalah di Pilgub #AHY @Agus_Yudhoyono
252	1	WalauPun kau kalah,Kami tetap bangga sekali padamu #AHY,JalanMu masih panjang,Kesuksesan yang lebih baik menantimu Disaat yang tepat.
253	1	#ahy aku pribadi kagum atas pribadi mu yes #bangga atas sikapmu
254	1	Prananda Sebut #AHY Demokrat Sejati, Saya Kagum dan Salut  https://goo.gl/fb/8fH7wi  #nasional
255	1	Waktu itu .... ah sudahlah <Frowning Face> @didienAZHAR: #AHY No. 1 <THUMBS UP> <THUMBS UP> <THUMBS UP>
256	1	Aku dari dulu Agus Harimurti Yudhoyono Lovers #AHYLovers Dari dulu Annisa Larasati Pohan Lovers  #ALPLovers Bukan mendadak #AHY
257	1	Terkadang sikap dewasa justru diajarkan oleh yang paling muda <THUMBS UP> <SMILING FACE WITH HEART-EYES> #A1 #AHY  #Awesome
258	1	Bangga melihat pernyataan #AHY ini. Ksatria.
259	1	Hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya, yang jelek2in #AHY?  <FACE WITH STUCK-OUT TOUNGES> <FACE WITH TEARS OF JOY> 
260	1	#AHY juga bagus programnya mengenai Persija
261	1	Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES> 
262	1	Wah.diam2 mereka jadi *tersepona dengan pesonanya  #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ
263	1	#AHY dukung #HariSantriNasional 
264	1	Dengan kecerdasan, nasionalisme dan jiwa pancasilais yang dimiliki, #AHY bisa dikatakan memiliki Jiwa Santri, walaupun belum pernah mondok
265	1	Marasa beruntung sekali <SIGN OF THE HORNS> #ahy
266	1	Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>
267	1	AHY Sylvi selalu menang dalam hati kami pendukungnya, dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana  <FOLDED HANDS> <FOLDED HANDS>
268	1	Kemenangan Anis Sandi  <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>
269	1	Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini... 
270	1	benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa
271	1	[HEBOH] Pentolan band Coldplay asal Inggris, Chris Martin, memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.
272	1	#SekjenPartaiDemokrat@HincaPandjaitan: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY@WeAreTheNextLeader#
273	1	Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>
274	1	#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017
275	1	Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY
276	1	Politik santun dan bermartabat. <FOLDED HANDS> #AHY
277	1	Heboh, AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional
278	1	Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan
279	1	[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNI… https://www.instagram.com
280	1	yang buat polling mbak, kami terbuka pemilih #AHY secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>
281	1	Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>
282	1	12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat! 
283	1	diberi nikmat bersyukur, diberi ujian bersabar.. selamat malam semuanya.. <Face Blowing a Kiss> <Face Blowing a Kiss>
284	1	Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY
285	1	Jiwa besarnya teladan bagi kita semua... <Oncoming Fist>  <Oncoming Fist>  <Face Blowing a Kiss>
286	1	Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY
287	1	Pemimpin muda masa depan #AHY  <Raising Hands> <Raising Hands> <Raising Hands>
288	1	Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES>  @agusyudhoyono #AHY #ahy… https://www.instagram.com
289	1	Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY
290	1	Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang
291	1	keikhlasan berkorban #AHY tak bakal sia2 non
292	1	@AgusYudhoyono tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini  <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>  #ahy #wpap #art
293	1	AHY, Mundur Selangkah Untuk Melompat Tinggi   https://goo.gl/2LMaBG  #News #AHY
294	1	Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>
295	1	Jika sudah waktu nya, akan datang untuk nya ... #AHY
296	1	Membaca Strategi Politik SBY dalam Pencalonan Agus Yudhoyono #AHY
297	1	Nunggu skenario selanjutnya..... #AHY
298	1	Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>
299	1	Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit, sungguh tidak sulit untuk deklarasi ini
300	0	Catat, Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017
301	0	Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas, tak mudah diprovokasi isue SARA, tapi kok..#GombalinAhok
302	0	Hari ini kalah di #pilkadadki2017 , besok kalah dipengadilan. #penjarakanahok
303	0	Sedih, kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah
304	0	Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF  #seruji #fokus #pilkadadki2017
305	0	Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd  #seruji #fokus #pilkadadki2017
306	0	Langsung deh, cuitan curang lah, black campaign lah, nongol.. Katanya legowo, itu demokrasi bukan namanya hahaa #pilkadadki2017
307	0	Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot
308	0	#pilkadadki2017 masa tenang aja masih ada yang curang, apalagi pemilihan yaa hati2 aja, awasin tuh yang kemarin ketahuan bagi2 sembako
309	0	Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin
310	0	Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2
311	0	Syukur, lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017
312	0	Penista Agama #ahok
313	0	#Sembako itu kan rejeki #ahoker , kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017.
314	0	Ahokers tukang plintir...lihat nehh!! @basuki_btp @AhokDjarot @WagubDKI @VivaRevolusi @tempodotco @republikaonline #PilkadaDki2017
315	0	#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya, jangan pilih pemberinya. #pilkadadki2017 @GunRomli @sahaL_AS
316	0	Tidak rumit membedakan antara yang hitam dan putih dalam #PilkadaDKI2017 Sangat jelas siapa yang paling doyan gaduh
317	0	Harus dan pasti Gubernur baru... Yang lama udah bosan #pilkadadki2017
318	0	Kalau saya warga DKI, maka saya akan ikut pesan Rasulullah SAW untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc @PartaiSocm
319	0	Kalau Ahok lawannya Djarot, aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201
320	0	#Apakah ini hoaks Ingat, Muktamar NU Sudah Wajibkan Nahdliyin Pilih Pemimpin Muslim #PilkadaDKI2017
321	0	Jangan biarkan ini terjadi!! #Gue2 #BaDjaUntukJakarta #pilkadadki2017
322	0	#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1 #AhokDjarot #PilkadaDki2017
323	0	Hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. Tetap semangat ya pak Djarot...!! #garagaraPILKADA #pilkadaD
324	0	Dilarang Pilih Cagub Nonmuslim? Habib: Pilih Djarot! #PilkadaDKI2017
325	0	Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017
326	0	bagi2 sembako gratis tim @basuki_btp itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017
327	0	MUI Sesalkan Pemberian Gelar Sunan untuk Ahok http://dlvr.it/NtX57V  #Nasional #MUI #PilkadaDKI2017
328	0	kemungkinan yang saya lihat, #Ahok kalah di #pilkadadki2017 lebih besar daripada menang.
329	0	Pengamat: Polisi Terkesan Berpihak Pada Ahok https://goo.gl/fb/lcnUH2 #seruji #fokus #pilkadadki2017
330	0	Kubu BaDja Sindir Anies Soal Spanduk Jakarta Bersyariah - #PilkadaDki2017 #Ahok-Djarot #AniesBaswedan #Ahok #Jakarta
331	0	http://youtu.be/NkMX90Am3aY  Virall.bocah ini injak2 baju kotak2 karena merasa kecewa #WINGSTourInJakarta #pilkadadki2017 #FreeAhok
332	0	Turun pangkat saja @ahok, Jakarta tidak butuh penista agama seperti kamu iya kamu
333	0	Mulut #ahokers semakin jorok itu pertanda suara Anies semakin kuat di #pilkadaDKI2017 #YangBikinBerantem
334	0	Jika PKB dukung #AhokPenistaAgama di #PilkadaDKI2017 putaran ke2 maka siap-siap saja ditinggalkan pemilih umat Islam di pemilu 2019.
335	0	Waduh! , Ahok-Djarot Gunakan APBD Untuk Alat Kampanye Putaran Kedua http://dlvr.it/NTY5vW
336	0	Sedihnya hari ini, Indonesia hanya sebatas Jakarta, Bhinneka hanya sebatas soal Ahok semata #SaveJakarta #SaveNKRI #1000lilin #AhokDjarot
337	0	Pak Djarot menangis, @addiems pimpin #NyanyianUntukAhok. Ada apa ya? Cek http://goo.gl/7iUqa0  #AhokDjarot #BalaiKota #VisuallyYours
338	0	Kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok https://www.instagram.com/p/BT8dsSfhP3L/
339	0	Ohh jadi mereka itu tertib karena #AhokDjarot ya, terus ada gub baru mereka tidak tertib lagi
340	0	Kafirrrrrr dan menista ya??!#SaveAhok #RIPJUSTICEINDONESIA #Ahok #AhokDjarot â€” iqra, iqra, iqra !!! http://www.nu.or.id
341	0	Lihat raut wajah bpk Djarot bikin miris. Sabar & kuatkan @AhokDjarot @basuki_btp #IndonesiaBerkabung #AhokDjarot
342	0	"Remuk, negara nyata dalam ""pembohongan"". Sangat nyata.... masih belum terasa? Sejak dulu dan saat ini. Mulai Pakai OTAK. #Ahok #AhokDjarot"
343	0	Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope
344	0	Remuk hatiku lihat Beliau  #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope
345	0	Ya beginilah politik Indonesia jaman sekarang.. Menyedihkan!! #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope
346	0	Mental Tempe jadi benci Hukum Indonesa, mental BadJa terus berjuang. #indonesia #indonesiasatu #pancasila #AhokDjarot #AhokIsHope #Ahok
347	0	Kematian hukum kebenaran di Indonesia #saveahok #ripjusticeindonesia #ahokdjarot #RIPJUSTICEINDONESIA #tegakkankebenaran
348	0	Ada tangis sedih Pak Djarot pd #ParadeNyanyianUntukAhok yg dipimpin @addiems di Balai Kota. Cek http://goo.gl/7iUqa0  #AhokDjarot
349	0	Lebih mulia buruh di Sidoarjo dari pada buruh yang demo dan bakar2 karangan bunga pemberian masyarakat untuk pak #AhokDjarot
350	0	habiburokhman sindir #Ahok via #puisi #Sembako http://obsessionnews.com #AniesSandiGubernurKita #AhokDjarot #Aniesâ€¦ https://twitter.com
351	0	Buahahahhaha!! Emang siapa yang merayakan? Bisa gak pendukungmu merayakan tanpa di bayar? #AhokDicintaiRakyat #AhokDjarot #Ahok @detikcom
352	0	#ahokdjarot #kpudkijakarta #sumarmo Saksi Ahok-Djarot Tolak Tandatangani Rekapitulasi Suara Pilkada http://dlvr.it/P1dBNY
353	0	Bagaimana dengan #AhokDjarot Pak @jokowi ? Mereka, khususnya #Ahok di abused tiap hari oleh kaum Islamist radicals
354	0	DEDDY CORBUZIER SINDIR KARANGAN BUNGA AHOK. #indoharian #ahok #djarot #ahokdjarot #karanganbunga #DKI #Jakarta #DKIJakarta #memepolitik
355	0	"Bawa #Ganja, #Polisi Ciduk #Penyanyi Pro #Ahok http://obsessionnews.com #AhokDjarot #iwak #anies #AniesSandi #PilkadaDKI #pilkadajakarta	"
356	0	Takjub sebegitu besarnya cinta warga DKI pada #AhokDjarot , geli sama kalimat-kalimat dalam #karanganbungaahok .
357	0	Yah namanya juga manusia, suka khilaf. Yang paling disayang A...yang diajak buat komitment B, paling ujung-ujungnya nyesel. #AhokDjarot
358	0	Salah satu faktor kekalahan kita adalah kurang kompak dalam memukul balik isu agama #AhokDjarot
359	0	#AhokDjarot, untuk yang menang kerja aja dulu jangan banyak nuntut. Belom belom kok banyak maunya. #Jakarta #tanyakenapa
360	0	Enak sih nanti gubernur baru ini tinggal terima rapi #semangat #AhokDjarot
361	0	Bukti #AhokDjarot ..begtiu dicintai warganya,,Namun kalah terhornat karna Kelicikan yang menjijikan dari Lawanya..
362	0	Makin stress! Dipikiran @fadlizon cuma duit, itung : 4000 bunga x Rp 200.000 udah berapa dananya?? Tapi cinta ke #AhokDjarot melebihi materi
363	0	saya sarankan @fadlizon di DPR bikin PANSUS KARANGAN BUNGA atau undang LSM untuk bentuk TIM PENCARI FAKTA KARANGAN BUNGA dari pada jadi gila
364	0	#karanganbunga #karanganbungaahok #ahokdjarot Karangan Bunga yang Sindir Ahok - Djarot Dirusak http://dlvr.it/P0pJTx
365	0	seBentar lagi pada komen apa nih Mas ? Settingan ? Pencitraan ? Apa disuruh Ahok lagi ? Hahaha #AhokDjarot
366	0	Kita gembira atas bunga2 buat #AhokDjarot kaga juga bahas2 soal A&S tapi kenapa yang benci tetep fokus sama #Badja yaaa? Perhatian kalian
367	0	Para pendukung yang menang pada stres ni ya melihat Kembang ke AhokDjarot, Hati Rakyat tidak bisa dibohongi MENANGLAH KARENA MENANG.
368	0	Mungkin seperti ini ya rasanya dipaksa putus,lantas dikawin paksa sama bandot bini 5.susah move on-nyah. #pilkadajakarta #AhokDjarot
369	0	"kira kira kalau karangan bunga ahok-djarot nyasar ke rumah anis, orang orang bakal ngomong apa ya? #AhokDjarot #orangkokbisanyinyirbgt	"
370	0	Tidak masuk MURI? Mungkin bisa diusulkan masuk @gwr #AhokDjarot #badja #indonesiahebat
371	0	Wah galon #AdaAQUA nya banyak pak.. Saingan ni ye sama bunganya pak #AhokDjarot
372	0	dalam catatan sejarah dunia baru cuma #AhokDjarot yang kalah kebanjiran bunga #AhokRekorMuri
373	0	Hati hati komentar tentang #AhokDjarot #kalahpilkada, ujung2nya anda dituduh NYINYIR
374	0	Tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #AhokDjarot
375	0	Jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel
376	0	Yang dilantik Oktober nanti bisa kayak gini gak #AhokDjarot #AhokMandiKembang
377	0	Yang menang pilkada itu #AniesSandi yg kebanjiran ucapan selamat dan karangan bunga #AhokDjarot - fenomena alam
378	0	Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua
379	0	#KaranganBungaAhok biarlah mereka menghibur diri...wkkwwkkwk. #AhokDjarot #ahokbali1
380	0	Banyak yang mulai SAKIT JIWA karena warga lebih cinta #AhokDjarot. #karanganbungaahok #GombalinAhok Kamis  #LawanSekulerRadikal
381	0	#AhokDjarot kalahpun masih juga jadi sasaran kreator hoax
382	0	Daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #AhokDjarot #kalahpilkada
383	0	Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot
384	0	Yang di dalam balaikota Seperti di Dalam museum di Paris yang mau moto lukisan monalisa... #ahokdjarot #AhokDicintaiRakyat #savejakarta
385	0	Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta
386	0	Haha.. Kayaknya sebentar lagi ada banyak bunga tandingan nih #AhokDjarot
387	0	saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot
388	0	Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta
389	0	Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot
390	0	Ya ampun Pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... Apalagi masalahnya issue sara... #AhokDjarot tak terganti
391	0	Karangan bunga yang dikarang-karang untuk #AhokDjarot, sungguh kegilaan pasca kegilaan tuntutan JPU kasus #AhokPenistaAgama
392	0	Apakah KAFIR itu TIDAK Berlaku lagi JIKA .....???? #ask #AhokDjarot #aniessandimenang
393	0	"Untuk pembenci pak basuki >""Benci boleh, goblok jangan""< #AhokDjarot #badja"
394	0	Pengamat: Cara yang Digunakan untuk Jungkalkan Ahok-Djarot Mirip Strategi ISIS http://bit.ly/2qd9w4e  #AhokDjarot
395	0	yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot
396	0	Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot
397	0	#AhokDjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah
398	0	Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot
399	0	Sederhana aja kan? Ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra Ahok #AhokDjarot
400	0	#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika, program kok berwacana... Yang adil tidak korupsi sajalah
401	0	Ancam Polisikan, Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak https://goo.gl/lwg3Ai  #News #AhokDjarot
402	0	Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?
403	0	Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/
404	0	Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2
405	0	#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%
406	0	Lholho ini kenapa pendukung ahok, DP 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <Bomb>  #DP0% #AhokKeok #PilkadaDKI #pilkadadki201
407	0	dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart>  #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK
408	0	Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017
409	0	Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir.  <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin 
410	0	Jangan sampai allah mengAzab kalian wahai orang2 muslim yang memilih pemimpin kafir <High Voltage> <High Voltage> #pilkadadki2017 #PilkadaDKI
411	0	Saya tidak bisa move on sampai sekarang lihatin Ahok + Djarot kalah <Slightly Frowning Face>
412	0	Masih baper tentang Ahok-Djarot <Disappointed Face>
413	0	Bukan untuk memenangkan Anies-Sandi, tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep
414	0	Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id  Suap suara model begini, menghina kecerdasan warga..
415	0	Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>
416	0	Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>
417	0	Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>
418	0	tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>
419	0	KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin  <Fire> <Fire>  <Fire> <Fire>
420	0	#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1  #AhokDjarot #PilkadaDki2017
421	0	Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com
422	0	Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih
423	0	Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot
424	0	@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia
425	0	Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja
426	0	#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>
427	0	Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot
428	0	Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot
429	0	"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok"
